Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
10220 Deerfield Beach Ave #102,3 Beds,3 Baths,"1,492 sqft",2004,2 Car Garage,Pool,"$265,000",Las Vegas
5521 Auborn Ave,3 Beds,2 Baths,"1,379 sqft",1971,No Info,Yes,"$274,900",Las Vegas
9660 Pine Thickett Ave,4 Beds,3 Baths,"2,322 sqft ",1996,2 Car Garage,Yes,"$625,000",Las Vegas
1007 Bracken Ave,2 Beds,1 Bath,866 sqft,1944,1 Carport Spaces,No,"$200,000",Las Vegas
2072 Seattle Shore St,2 Beds,3 Baths,"1,144 sqft",2004,Garage,No,"$259,100",Las Vegas
513 Dolores Dr,3 Beds,3 Baths,"2,000 sqft",1979,Garage,Yes,"$413,900",Las Vegas
5295 Petal Ave,4 Beds,2 Baths,"1,680 sqft",1984,2 Car Garage,Yes,"$349,900",Las Vegas
4901 Hostetler Ave,3 Beds,2 Baths,"1,474 sqft",2004,2 Car Garage,Yes,"$390,000",Las Vegas
4440 San Rafael Ave,3 Beds,2 Baths,"1,620 sqft",1978,2 Car Garage,Yes,"$370,000",Las Vegas
4092 E Harmon Ave,3 Beds,2 Baths,"1,696 sqft",1973,2 Car Garage,Yes,"$340,000",Las Vegas
2521 Cycad Tree St,4 Beds,3 Baths,"1,726 sqft",1984,2 Car Garage,Yes,"$374,000",Las Vegas
2008 Stockton Ave,5 Beds,2 Baths,"1,960 sqft",1969,No Info,No,"$385,000",Las Vegas
5425 Oxbow St,4 Beds,2 Baths,"1,640 sqft",1973,No Info,Yes,"$385,000",Las Vegas
6536 Aberdeen Ln,4 Beds,2 Baths,"2,054 sqft",1968,Garage,Yes,"$360,000",Las Vegas
7488 Tuckaway Harbor St,4 Beds,3 Baths,"1,668 sqft",2004,Garage,No,"$400,900",Las Vegas
1375 E Hacienda Ave #214,2 Beds,2 Baths,"1,090 sqft",1990,1 Carport Spaces,,"$154,000",Las Vegas
5701 W Rome Blvd,3 Beds,2 Baths,"1,799 sqft ",1993,Garage,No,"$499,995",Las Vegas
4824 Morning Splash Ave,4 Beds,3 Baths,"1,684 sqft",2001,2 Car Garage,No,"$349,000",Las Vegas
9510 Alhambra Valley St,4 Beds,2 Baths,"1,600 sqft",2005,2 Car Garage,No,"$425,000",Las Vegas
6093 Flowering Plum Ave,3 Beds,3 Baths,"1,484 sqft",1993,2 Car Garage,No,"$300,000",Las Vegas
11697 Fiorello Ct,3 Beds,3 Baths,"1,865 sqft",2005,2 Car Garage,No,"$385,000",Las Vegas
7809 Brook Valley Dr,4 Beds,3 Baths,"2,257 sqft",1990,3 Car Garage,No,"$475,000",Las Vegas
5420 Rusty Anchor Ct,3 Beds,3 Baths,"2,010 sqft",1994,Garage,No,"$429,900",Las Vegas
739 Star Apple Ln,3 Beds,2 Baths,"1,928 sqft",2015,2 Car Garage,Yes,"$580,000",Las Vegas
3241 Little Stream St,3 Beds,2 Baths,"1,151 sqft",2000,2 Car Garage,No,"$350,000",Las Vegas
4700 Pennwood Ave,5 Beds,4 Baths,"1,646 sqft",1963,2 Car Garage,Yes,"$380,000",Las Vegas
9982 Baystone St,4 Beds,3 Baths,"3,065 sqft",2014,2 Car Garage,Yes,"$580,000",Las Vegas
295 Soggy Ruff Way,3 Beds,3 Baths,"1,536 sqft",2012,2 Car Garage,No,"$398,900",Las Vegas
5393 Nickel Creek Trl,3 Beds,3 Baths,"1,362 sqft",2007,1 Car Garage,No,"$267,500",Las Vegas
353 Tobler Dr,3 Beds,2 Baths,"1,492 sqft",1985,2 Car Garage,No,"$365,000",Las Vegas
501 N Maryland Pkwy #D7,2 Beds,2 Baths,"1,000 sqft ",1962,Open Parking,Pool,"$140,000",Las Vegas
6770 Shelter Ln,4 Beds,3 Baths,"1,857 sqft",1986,2 Car Garage,Yes,"$440,000",Las Vegas
11103 Alora St,3 Beds,3 Baths,"1,659 sqft",2002,2 Car Garage,No,"$410,000",Las Vegas
9327 Fire Rose St,3 Beds,3 Baths,"1,735 sqft",2018,2 Car Garage,No,"$380,000",Las Vegas
9376 Brigham Ave,3 Beds,4 Baths,"1,813 sqft",2008,2 Car Garage,No,"$385,000",Las Vegas
10896 Bozzolo St,4 Beds,3 Baths,"2,021 sqft",2006,2 Car Garage,No,"$430,000",Las Vegas
5935 Wheat Penny Ave,3 Beds,2 Baths,"1,718 sqft",2006,2 Car Garage,No,"$414,999",Las Vegas
6328 Winter Valley Ct,3 Beds,3 Baths,"1,842 sqft",2000,Garage,Yes,"$482,900",Las Vegas
9021 Lacey Landing Ct,3 Beds,3 Baths,"1,578 sqft",2009,2 Car Garage,No,"$355,000",Las Vegas
6831 N Pioneer Way,5 Beds,2 Baths,"2,474 sqft ",1999,3 Car Garage,Yes,"$650,000",Las Vegas
2117 Harbor Cliff Dr,4 Beds,3 Baths,"2,079 sqft",1990,2 Car Garage,No,"$439,900",Las Vegas
9124 W Naples Dr,3 Beds,2 Baths,"1,504 sqft",1997,2 Car Garage,Yes,"$425,000",Las Vegas
6364 Ava Ridge Ave,5 Beds,4 Baths,"2,940 sqft",2019,Garage,No,"$640,900",Las Vegas
9113 Tuxpan St,4 Beds,2 Baths,"2,125 sqft",2012,3 Car Garage,Yes,"$579,987",Las Vegas
9045 White Eyes Ave,5 Beds,3 Baths,"2,773 sqft",2004,3 Car Garage,No,"$499,999",Las Vegas
8821 Teton View Rd,3 Beds,3 Baths,"2,231 sqft",2015,2 Car Garage,No,"$499,999",Las Vegas
9458 Diamond Bridge Ave,4 Beds,3 Baths,"1,559 sqft",2006,2 Car Garage,No,"$350,000",Las Vegas
10943 Calcedonian St,3 Beds,3 Baths,"2,459 sqft",2003,2 Car Garage,Yes,"$499,999",Las Vegas
1704 Winners Cup Dr,3 Beds,3 Baths,"1,820 sqft",1990,2 Car Garage,Yes,"$489,500",Las Vegas
10840 Edgestone Ave,4 Beds,3 Baths,"2,499 sqft",2020,2 Car Garage,Yes,"$575,000",Las Vegas
8765 Potenza Ln,4 Beds,3 Baths,"2,511 sqft",1985,3 Car Garage,Yes,"$649,999",Las Vegas
8206 Grizzly Peak Dr,3 Beds,3 Baths,"2,000 sqft",2016,Garage,Yes,"$536,100",Las Vegas
1204 Saintsbury Dr,4 Beds,4 Baths,"3,430 sqft ",2003,3 Car Garage,Yes,"$1,100,000",Las Vegas
7457 Alamo Ranch Ave,4 Beds,3 Baths,"2,049 sqft",2013,2 Car Garage,No,"$455,000",Las Vegas
6771 Flamenco Ct,3 Beds,2 Baths,"1,801 sqft",2012,2 Car Garage,No,"$425,000",Las Vegas
10728 Khalua Ave,3 Beds,3 Baths,"2,018 sqft",2007,2 Car Garage,No,"$394,900",Las Vegas
10531 Laurelwood Lake Ave,3 Beds,3 Baths,"1,617 sqft",2007,2 Car Garage,No,"$380,000",Las Vegas
704 Kenny Way,3 Beds,5 Baths,"4,680 sqft ",1956,2 Car Garage,Yes,"$865,000",Las Vegas
327 Auster Park Ave,3 Beds,3 Baths,"2,432 sqft",2002,Garage,Yes,"$655,000",Las Vegas
9628 Windom Point Ave,3 Beds,2 Baths,"1,754 sqft",1998,2 Car Garage,No,"$430,000",Las Vegas
11163 Crimson Dusk Ct,3 Beds,2 Baths,"1,975 sqft",2002,2 Car Garage,No,"$689,000",Las Vegas
7215 Laredo St,4 Beds,3 Baths,"3,888 sqft",1978,4 Car Garage,Yes,"$840,000",Las Vegas
12020 Hathaway Pines Ln,3 Beds,3 Baths,"1,740 sqft",2007,2 Car Garage,No,"$425,000",Las Vegas
5032 Crown Cypress St,5 Beds,6 Baths,"4,026 sqft ",2005,3 Car Garage,Yes,"$880,000",Las Vegas
38 Ravenswood Ave,5 Beds,7 Baths,"9,451 sqft ",2021,5 Car Garage,Yes,"$6,950,000",Las Vegas
8041 Pavarotti Ave,5 Beds,3 Baths,"4,363 sqft",2006,3 Car Garage,No,"$705,000",Las Vegas
7712 Silver Wells Rd,3 Beds,3 Baths,"2,747 sqft ",1996,3 Car Garage,Yes,"$760,000",Las Vegas
9568 Langden Brook St,4 Beds,3 Baths,"2,104 sqft",2018,2 Car Garage,No,"$475,000",Las Vegas
4208 El Jardin Ave,3 Beds,2 Baths,"1,592 sqft",1959,No Info,Yes,"$335,000",Las Vegas
2000 Spring Rose St,4 Beds,3 Baths,"3,128 sqft",1995,3 Car Garage,Yes,"$819,999",Las Vegas
53 Meadowhawk Ln,5 Beds,7 Baths,"5,075 sqft ",2012,3 Car Garage,Yes,"$4,080,000",Las Vegas
66 Coralwood Dr,5 Beds,5 Baths,"4,618 sqft ",2016,3 Car Garage,Yes,"$2,750,000",Las Vegas
1788 Summer Blush Ave,3 Beds,3 Baths,"1,342 sqft",2007,1 Car Garage,No,"$320,000",Las Vegas
6547 Boxwood Ln,4 Beds,3 Baths,"2,049 sqft",1976,No Info,Yes,"$391,000",Las Vegas
10951 Dijon Ct,4 Beds,3 Baths,"2,235 sqft",2002,2 Car Garage,Yes,"$529,900",Las Vegas
6068 Thistle Meadow Ave,4 Beds,4 Baths,"3,046 sqft",2017,2 Car Garage,No,"$500,000",Las Vegas
7811 Fandango Ct,4 Beds,3 Baths,"1,967 sqft",1996,3 Car Garage,No,"$445,000",Las Vegas
8141 Dancing Ave,4 Beds,2 Baths,"2,102 sqft",2006,Garage,No,"$434,900",Las Vegas
228 Foley Ln,4 Beds,3 Baths,"2,419 sqft",2003,3 Car Garage,Yes,"$800,000",Las Vegas
8276 Southern Cross Ave,3 Beds,3 Baths,"2,067 sqft",2016,2 Car Garage,No,"$420,000",Las Vegas
528 Silver Grove St,5 Beds,4 Baths,"3,117 sqft",1998,3 Car Garage,No,"$689,999",Las Vegas
7690 N Jones Blvd,4 Beds,3 Baths,"3,883 sqft ",2001,Garage,Yes,"$800,000",Las Vegas
8133 Desert Jewel Cir,5 Beds,5 Baths,"4,248 sqft",1993,3 Car Garage,No,"$950,000",Las Vegas
3729 Royal Fortune Dr,3 Beds,4 Baths,"2,845 sqft",2019,3 Car Garage,No,"$790,000",Las Vegas
3101 Greenscape Ln,3 Beds,4 Baths,"3,451 sqft ",2018,3 Car Garage,Yes,"$2,050,000",Las Vegas
10209 Dupage Ave,3 Beds,2 Baths,"1,746 sqft",2001,3 Car Garage,No,"$525,000",Las Vegas
6765 Upland Heights Ave,4 Beds,3 Baths,"1,942 sqft",2007,2 Car Garage,No,"$380,000",Las Vegas
31 Sahalee Dr,3 Beds,3 Baths,"2,933 sqft",1998,2 Car Garage,No,"$699,900",Las Vegas
6431 Iguassu Falls Rd,4 Beds,3 Baths,"2,019 sqft",2006,2 Car Garage,No,"$420,000",Las Vegas
7757 Broadloom Ct,3 Beds,3 Baths,"1,698 sqft",2014,2 Car Garage,No,"$359,900",Las Vegas
10117 Villa Ridge Dr,3 Beds,3 Baths,"2,334 sqft",1998,3 Car Garage,No,"$969,888",Las Vegas
7788 Willow Garden Ct,3 Beds,3 Baths,"2,045 sqft",2016,2 Car Garage,No,"$470,000",Las Vegas
816 Elmstone Pl,5 Beds,4 Baths,"3,095 sqft",2019,2 Car Garage,No,"$875,000",Las Vegas
5049 Forest Oaks Dr,4 Beds,3 Baths,"1,906 sqft",1995,2 Car Garage,Yes,"$469,000",Las Vegas
9435 Caribou Narrows Way,3 Beds,3 Baths,"1,608 sqft",2006,2 Car Garage,No,"$360,000",Las Vegas
5475 Sawleaf Rd,5 Beds,5 Baths,"2,942 sqft",2007,2 Car Garage,Yes,"$699,999",Las Vegas
5982 Banbury Heights Way,2 Beds,3 Baths,"1,398 sqft",2003,2 Car Garage,No,"$345,000",Las Vegas
12516 Oregon Cherry Ave,4 Beds,3 Baths,"2,466 sqft",2020,2 Car Garage,No,"$674,900",Las Vegas
8116 Haywood Estate Ave,3 Beds,3 Baths,"2,299 sqft",2018,2 Car Garage,Yes,"$599,900",Las Vegas
10433 Villa Ridge Dr,2 Beds,2 Baths,"1,533 sqft",1995,2 Car Garage,No,"$438,500",Las Vegas
428 Paulson Dr,4 Beds,2 Baths,"1,627 sqft",1994,Garage,No,"$440,900",Las Vegas
7629 Sea Wind Dr,3 Beds,2 Baths,"1,404 sqft",1988,2 Car Garage,No,"$385,000",Las Vegas
5835 Rothbury Ave,5 Beds,3 Baths,"2,922 sqft",2002,3 Car Garage,Yes,"$579,000",Las Vegas
3270 Del Marino St,4 Beds,3 Baths,"2,013 sqft",1983,1 Carport Spaces,No,"$329,999",Las Vegas
1616 Yellow Rose St,3 Beds,2 Baths,"1,441 sqft",1984,2 Car Garage,Yes,"$290,000",Las Vegas
4575 Canna Dr,4 Beds,3 Baths,"2,011 sqft",1995,3 Car Garage,Yes,"$499,990",Las Vegas
11084 Tuscolana St,3 Beds,3 Baths,"1,714 sqft",2002,Garage,Yes,"$429,900",Las Vegas
2021 S Valadez St,6 Beds,7 Baths,"7,419 sqft",1997,Garage,Yes,"$4,900,000",Las Vegas
35 Augusta Course Ave,3 Beds,2 Baths,"1,848 sqft",2011,2 Car Garage,No,"$495,000",Las Vegas
9841 Del Mar Heights St,2 Beds,2 Baths,"1,120 sqft",2000,2 Car Garage,Yes,"$365,000",Las Vegas
7865 Blue Charm Ave,3 Beds,2 Baths,"1,303 sqft",1999,2 Car Garage,No,"$359,999",Las Vegas
1972 Brandon Ct,4 Beds,2 Baths,"1,338 sqft",1987,2 Car Garage,Yes,"$370,000",Las Vegas
3736 Russell Peterson Ct,4 Beds,3 Baths,"2,434 sqft",2002,2 Car Garage,Yes,"$520,000",Las Vegas
9305 Alameda Harbor Ave,3 Beds,3 Baths,"1,688 sqft",1987,Garage,No,"$428,100",Las Vegas
1901 Beverly Way,5 Beds,4 Baths,"3,373 sqft ",1962,2 Car Garage,Yes,"$725,000",Las Vegas
10313 Walworth Ave,4 Beds,3 Baths,"2,661 sqft",2009,2 Car Garage,Yes,"$559,900",Las Vegas
2612 W Oakey Blvd,3 Beds,2 Baths,"1,905 sqft",1964,2 Car Garage,Yes,"$495,000",Las Vegas
6527 Lokai Ave,4 Beds,4 Baths,"3,174 sqft ",2007,3 Car Garage,Yes,"$649,900",Las Vegas
3622 Mooncrest Cir,6 Beds,4 Baths,"6,292 sqft ",2001,3 Car Garage,Yes,"$1,699,500",Las Vegas
4232 Kona Coast Way,3 Beds,2 Baths,"1,260 sqft",1973,Garage,Pool,"$239,888",Las Vegas
6943 Town Forest Ave,3 Beds,3 Baths,"1,840 sqft",2014,2 Car Garage,No,"$425,000",Las Vegas
10648 Primrose Arbor Ave,2 Beds,2 Baths,"1,309 sqft",1998,2 Car Garage,Yes,"$350,000",Las Vegas
7024 Rio Grande Gorge Ct,5 Beds,4 Baths,"3,848 sqft ",2021,Garage,No,"$830,000",Las Vegas
3587 Blackstone St,3 Beds,2 Baths,"1,646 sqft",1976,2 Car Garage,Pool,"$289,000",Las Vegas
3957 Torsby Pl,2 Beds,2 Baths,"1,052 sqft",1973,Open Parking,Pool,"$155,000",Las Vegas
93 Spanish Gate Dr,9 Beds,12 Baths,"20,098 sqft ",1995,Garage,Yes,"$12,500,000",Las Vegas
9854 Chancery Ave,3 Beds,3 Baths,"1,996 sqft",2016,2 Car Garage,No,"$450,000",Las Vegas
6745 Donside Ct,4 Beds,3 Baths,"2,054 sqft",2006,Garage,No,"$444,900",Las Vegas
41 Sun Glow Ln,4 Beds,6 Baths,"4,406 sqft ",2017,Garage,Yes,"$4,400,000",Las Vegas
2233 Tomlinson Ln,3 Beds,2 Baths,"1,550 sqft",1958,2 Carport Spaces,,"$210,000",Las Vegas
725 S Royal Crest Cir #248,3 Beds,2 Baths,"1,263 sqft",1976,Garage,No,"$180,000",Las Vegas
6223 Foothill Blvd,2 Beds,2 Baths,"1,232 sqft",1977,No Info,Yes,"$335,000",Las Vegas
1092 Whispering Birch Ave,4 Beds,3 Baths,"2,183 sqft",1999,3 Car Garage,Yes,"$495,000",Las Vegas
8420 Majestic View Ave,2 Beds,3 Baths,"1,281 sqft",1997,1 Car Garage,Pool,"$282,500",Las Vegas
1845 Winners Cup Dr,2 Beds,2 Baths,"1,259 sqft",1992,Garage,No,"$364,900",Las Vegas
3749 Garden North Dr,2 Beds,3 Baths,"1,840 sqft",1972,2 Car Garage,Pool,"$275,000",Las Vegas
5530 Porcupine Rim St,5 Beds,4 Baths,"3,248 sqft",2008,Garage,Yes,"$578,968",Las Vegas
8805 Jeffreys St #2029,3 Beds,2 Baths,"1,239 sqft",2006,Garage,Pool,"$284,900",Las Vegas
4013 Flower Patch St,3 Beds,2 Baths,"1,257 sqft",2006,1 Car Garage,No,"$250,000",Las Vegas
7120 Bear Paw Creek St #103,3 Beds,3 Baths,"1,613 sqft",2006,2 Car Garage,Pool,"$309,900",Las Vegas
14 Prince Ln,3 Beds,2 Baths,"1,498 sqft",1963,1 Car Garage,No,"$200,000",Las Vegas
6274 Mojave Sky St,4 Beds,5 Baths,"3,405 sqft",2018,2 Car Garage,Yes,"$1,999,999",Las Vegas
7624 Valley Green Dr #101,2 Beds,2 Baths,"1,275 sqft",1990,2 Car Garage,Pool,"$249,900",Las Vegas
6747 Grandola Dr,3 Beds,2 Baths,"1,562 sqft",1976,2 Car Garage,Yes,"$385,000",Las Vegas
3425 E Russell Rd #157,2 Beds,2 Baths,"1,005 sqft",1997,Open Parking,Pool,"$154,950",Las Vegas
6419 Cameron Park St,4 Beds,3 Baths,"2,518 sqft",2014,3 Car Garage,No,"$474,900",Las Vegas
5533 Waltham Ln,4 Beds,2 Baths,"1,296 sqft",1971,1 Carport Spaces,No,"$300,000",Las Vegas
10237 Gibson Isle Dr,3 Beds,3 Baths,"1,881 sqft",2012,Garage,Yes,"$469,900",Las Vegas
8765 Tomnitz Ave #103,3 Beds,3 Baths,"1,553 sqft",2005,2 Car Garage,Pool,"$325,000",Las Vegas
1811 Pacific St,6 Beds,3 Baths,822 sqft,1953,No Info,No,"$265,000",Las Vegas
3342 Jasmine Vine Ct,4 Beds,4 Baths,"2,514 sqft",2002,2 Car Garage,Yes,"$645,000",Las Vegas
10205 Yarmouth Sea Ct,3 Beds,3 Baths,"1,656 sqft",2016,2 Car Garage,No,"$369,990",Las Vegas
2316 Chatfield Dr,2 Beds,3 Baths,"1,308 sqft",1990,2 Car Garage,No,"$369,000",Las Vegas
852 Colina Alta Pl,4 Beds,3 Baths,"2,516 sqft",2005,3 Car Garage,No,"$692,888",Las Vegas
1401 N Michael Way #149,2 Beds,2 Baths,"1,259 sqft",2003,1 Carport Spaces,Pool,"$220,000",Las Vegas
6600 Silver Spoon Dr,2 Beds,2 Baths,"1,192 sqft",1990,2 Car Garage,No,"$309,900",Las Vegas
2153 Turquoise Ridge St #203,2 Beds,2 Baths,"1,319 sqft",1998,2 Car Garage,Pool,"$285,000",Las Vegas
8412 Majestic View Ave,2 Beds,3 Baths,"1,280 sqft",1997,Garage,Pool,"$314,999",Las Vegas
1150 N Buffalo Dr #1066,2 Beds,2 Baths,"1,203 sqft",1996,Garage,Pool,"$209,000",Las Vegas
608 Alliston Ct,5 Beds,4 Baths,"3,754 sqft",1999,3 Car Garage,Yes,"$849,900",Las Vegas
6500 W Lake Mead Blvd #221,2 Beds,2 Baths,"1,064 sqft",1992,1 Carport Spaces,Pool,"$165,000",Las Vegas
11837 Love Orchid Ln,3 Beds,3 Baths,"2,470 sqft",2004,2 Car Garage,No,"$549,850",Las Vegas
3712 Snorkel Cir #4,2 Beds,2 Baths,912 sqft,1984,No Info,,"$130,000",Las Vegas
10510 Riley Cove Ln,5 Beds,5 Baths,"2,979 sqft ",2016,Garage,Yes,"$1,650,000",Las Vegas
6094 Bing Cherry Dr,4 Beds,3 Baths,"2,007 sqft",1993,2 Car Garage,Yes,"$340,000",Las Vegas
2305 Monterey Ave,3 Beds,2 Baths,"2,206 sqft",1969,No Info,Yes,"$279,900",Las Vegas
56 Alamere Falls Dr,3 Beds,3 Baths,"1,499 sqft",2020,2 Car Garage,Pool,"$470,000",Las Vegas
713 Harvest Run Dr #202,2 Beds,2 Baths,"1,266 sqft",1996,1 Carport Spaces,Pool,"$260,000",Las Vegas
7567 Bethel Cove Ct,4 Beds,3 Baths,"1,666 sqft",2008,Garage,No,"$370,000",Las Vegas
9097 Herrera Ave,3 Beds,3 Baths,"3,084 sqft ",2004,3 Parking Spaces,No,"$664,100",Las Vegas
3164 Sundown Dr,3 Beds,2 Baths,"1,305 sqft",1963,2 Carport Spaces,Yes,"$369,500",Las Vegas
4501 Palencia Ave,5 Beds,3 Baths,"2,373 sqft",1971,2 Car Garage,No,"$319,777",Las Vegas
2625 Red Rock St #101,2 Beds,2 Baths,"1,266 sqft",1985,1 Carport Spaces,Pool,"$199,990",Las Vegas
3271 Jericho St #C,2 Beds,2 Baths,922 sqft,1981,1 Carport Spaces,Pool,"$149,900",Las Vegas
230 E Flamingo Rd #217,2 Beds,2 Baths,"1,035 sqft",1992,No Info,Pool,"$309,000",Las Vegas
3742 Towango Point St,3 Beds,2 Baths,"1,461 sqft",1997,2 Car Garage,No,"$385,000",Las Vegas
1951 King Hill St,3 Beds,2 Baths,"1,244 sqft",1996,2 Car Garage,No,"$299,999",Las Vegas
7011 Ray Charles Ln,2 Beds,2 Baths,969 sqft,1989,2 Car Garage,No,"$300,000",Las Vegas
4830 Mountain Valley Rd,4 Beds,2 Baths,"1,574 sqft",1974,2 Car Garage,No,"$300,000",Las Vegas
9733 Horse Back Cir,3 Beds,3 Baths,"1,755 sqft",1995,Garage,No,"$434,900",Las Vegas
2025 Summit Pointe Dr,5 Beds,3 Baths,"2,702 sqft ",1995,4 Car Garage,Yes,"$750,000",Las Vegas
860 Earth Luster Rd,3 Beds,3 Baths,"1,737 sqft",2016,Garage,No,"$448,900",Las Vegas
6999 Paddington Way,3 Beds,2 Baths,"1,638 sqft",1984,2 Car Garage,Yes,"$435,000",Las Vegas
555 Roxella Ln #D,4 Beds,3 Baths,"1,185 sqft",1997,Garage,,"$230,000",Las Vegas
3608 Beeson Ct,4 Beds,2 Baths,"2,113 sqft ",1980,2 Car Garage,Yes,"$499,900",Las Vegas
10521 Mission Lakes Ave,2 Beds,2 Baths,"1,250 sqft",1997,Garage,,"$324,900",Las Vegas
8451 Antique Cameo Ave,2 Beds,2 Baths,989 sqft,1999,1 Car Garage,No,"$299,900",Las Vegas
1 Drifting Shadow Way,5 Beds,7 Baths,"7,251 sqft ",2011,6 Car Garage,Yes,"$5,999,000",Las Vegas
6381 Tumblegrass Ct,3 Beds,3 Baths,"1,902 sqft",2005,2 Car Garage,No,"$360,000",Las Vegas
916 Percy Arms St,3 Beds,3 Baths,"1,525 sqft",2003,2 Car Garage,No,"$499,900",Las Vegas
5996 Bow Island Ave,3 Beds,2 Baths,"1,726 sqft",2011,2 Car Garage,No,"$375,000",Las Vegas
4509 Paseo Del Ray Dr,3 Beds,3 Baths,"2,372 sqft",1978,2 Car Garage,Yes,"$490,000",Las Vegas
9333 Golden Lad Ave,3 Beds,3 Baths,"1,457 sqft",2015,2 Car Garage,No,"$385,000",Las Vegas
6613 Grand Stand Ave,4 Beds,3 Baths,"3,345 sqft",2003,2 Car Garage,No,"$699,750",Las Vegas
7637 Fabled Filigree St,2 Beds,3 Baths,"1,205 sqft",2007,1 Car Garage,No,"$299,900",Las Vegas
